c_charge_degree,race,age,sex,priors_count,days_b_screening_arrest,label
F,Caucasian,27,Male,1,-1.0,0
F,Caucasian,41,Male,0,-1.0,0
F,African_American,22,Male,3,0.0,0
M,African_American,53,Male,5,0.0,0
M,Caucasian,45,Male,8,0.0,1
M,Caucasian,67,Female,0,-3.0,0
M,Caucasian,21,Male,1,-21.0,0
F,Caucasian,69,Male,0,-1.0,0
M,Hispanic,51,Male,0,-1.0,0
F,African_American,37,Male,22,-1.0,1
M,Caucasian,48,Female,1,-1.0,1
M,African_American,29,Male,3,-1.0,0
M,Hispanic,35,Male,0,-1.0,0
F,Caucasian,24,Female,0,0.0,0
M,Asian,24,Male,0,0.0,0
F,African_American,30,Male,8,-1.0,1
F,Other,25,Female,0,-1.0,0
M,Caucasian,23,Male,0,-1.0,1
M,Caucasian,58,Female,2,-23.0,0
F,African_American,25,Male,5,-1.0,1
F,African_American,30,Female,9,-1.0,1
M,Caucasian,59,Male,2,-15.0,1
M,Caucasian,42,Female,0,-1.0,0
M,Caucasian,45,Male,1,-2.0,0
F,Caucasian,34,Male,11,-1.0,0
M,African_American,27,Male,11,-1.0,1
F,African_American,24,Male,8,-1.0,1
M,Caucasian,26,Male,9,0.0,1
F,African_American,36,Female,3,0.0,1
F,African_American,27,Male,2,-1.0,1
F,Caucasian,27,Male,8,-1.0,0
M,Caucasian,19,Male,0,-1.0,1
F,Other,24,Female,0,-1.0,0
F,Hispanic,35,Male,2,-8.0,0
F,African_American,35,Male,10,-28.0,1
M,Caucasian,67,Male,0,0.0,0
F,African_American,28,Male,8,-1.0,1
F,Caucasian,24,Male,0,-1.0,0
M,Caucasian,43,Male,0,-1.0,0
M,African_American,22,Female,0,-1.0,0
F,African_American,27,Male,1,-1.0,0
M,African_American,54,Male,12,0.0,1
F,African_American,33,Female,3,-1.0,1
F,Caucasian,22,Male,0,-1.0,1
F,African_American,21,Male,1,-1.0,0
F,Caucasian,38,Male,5,-11.0,1
F,Caucasian,32,Male,3,-1.0,0
M,Hispanic,47,Female,0,0.0,0
F,Caucasian,21,Female,0,-1.0,0
F,African_American,32,Male,4,-1.0,1
M,Caucasian,33,Female,1,-5.0,0
F,Caucasian,49,Male,0,-1.0,0
F,Caucasian,47,Female,0,0.0,0
F,African_American,21,Male,1,-22.0,0
F,African_American,30,Male,0,0.0,0
M,African_American,38,Male,4,-1.0,0
F,African_American,31,Male,6,-1.0,1
M,Caucasian,22,Male,3,0.0,1
F,African_American,49,Male,1,0.0,1
M,Other,30,Male,4,-1.0,1
F,Caucasian,32,Female,5,-29.0,0
M,Caucasian,74,Female,0,-1.0,0
F,African_American,32,Male,11,-2.0,1
M,Caucasian,37,Female,1,-25.0,0
F,Caucasian,40,Male,0,-1.0,0
F,African_American,42,Male,5,-1.0,0
M,Hispanic,68,Male,0,-3.0,0
F,Caucasian,26,Male,4,0.0,1
M,African_American,25,Male,5,-1.0,1
F,African_American,33,Male,10,0.0,1
F,Other,48,Female,0,-1.0,0
F,Hispanic,21,Male,0,-1.0,1
F,Hispanic,60,Male,4,-15.0,0
M,African_American,44,Male,2,-1.0,0
M,Caucasian,59,Female,0,-2.0,0
F,African_American,24,Male,0,0.0,0
F,Caucasian,41,Male,0,-1.0,0
M,Caucasian,50,Male,0,-2.0,0
F,African_American,26,Male,9,0.0,1
F,African_American,26,Male,2,-1.0,1
M,Caucasian,55,Male,0,-1.0,0
M,Hispanic,35,Male,0,-7.0,0
F,African_American,24,Male,8,-1.0,1
F,African_American,27,Male,2,-1.0,1
F,African_American,25,Male,4,-1.0,1
F,Caucasian,26,Male,1,-1.0,1
M,African_American,36,Male,0,-1.0,0
M,Hispanic,26,Female,1,-6.0,0
M,Caucasian,25,Male,2,0.0,0
F,Caucasian,31,Male,0,0.0,0
F,Caucasian,44,Male,1,-4.0,1
F,African_American,51,Male,1,0.0,0
F,Caucasian,56,Male,1,0.0,0
M,Caucasian,38,Male,1,0.0,0
F,Caucasian,24,Male,3,0.0,1
F,African_American,27,Female,3,-1.0,0
M,Other,23,Male,0,-1.0,1
M,African_American,29,Male,6,-1.0,1
M,African_American,47,Female,4,-1.0,0
F,African_American,27,Male,6,-1.0,1
F,African_American,31,Female,0,0.0,0
F,African_American,30,Male,18,-1.0,1
M,Other,31,Male,5,0.0,0
F,Caucasian,26,Female,3,-1.0,1
F,African_American,44,Male,0,-1.0,0
F,Caucasian,24,Female,1,-1.0,0
M,Caucasian,21,Male,0,-1.0,1
F,African_American,42,Male,0,-1.0,0
F,African_American,59,Male,1,-1.0,0
F,African_American,36,Female,13,-1.0,1
F,African_American,37,Male,2,0.0,0
M,African_American,26,Male,2,-26.0,0
F,African_American,23,Male,3,-1.0,1
M,African_American,30,Male,2,-1.0,0
M,African_American,23,Female,6,-18.0,0
M,African_American,39,Male,1,0.0,1
F,Caucasian,26,Female,4,-2.0,1
F,Caucasian,61,Female,0,-1.0,0
M,African_American,35,Male,0,-1.0,0
F,African_American,20,Male,0,0.0,1
M,Hispanic,32,Male,0,-1.0,1
M,Hispanic,30,Male,0,0.0,0
M,Caucasian,41,Female,1,0.0,0
F,African_American,35,Male,0,-1.0,1
F,Caucasian,31,Male,1,0.0,1
M,African_American,35,Male,3,-26.0,1
M,Caucasian,22,Female,0,-1.0,0
F,Hispanic,21,Male,0,-3.0,0
F,Hispanic,23,Male,2,-1.0,0
F,African_American,48,Female,1,-1.0,0
F,Caucasian,70,Male,11,-13.0,1
F,African_American,25,Male,0,0.0,0
F,African_American,55,Male,0,-1.0,1
F,African_American,26,Female,1,-1.0,1
M,African_American,25,Male,1,0.0,0
M,Other,61,Male,0,-1.0,0
M,Caucasian,54,Male,0,0.0,0
F,Hispanic,52,Male,9,-1.0,1
M,Caucasian,38,Male,1,-1.0,1
F,Hispanic,23,Male,1,-1.0,1
F,African_American,59,Male,4,-2.0,1
F,Caucasian,31,Male,4,0.0,1
F,African_American,33,Female,2,0.0,0
F,African_American,35,Female,2,-1.0,0
F,African_American,21,Male,0,-3.0,0
M,African_American,57,Male,8,-1.0,0
F,African_American,34,Male,15,-6.0,0
F,African_American,47,Male,4,-1.0,1
M,Caucasian,51,Male,0,0.0,0
F,Caucasian,45,Male,0,-1.0,1
F,African_American,20,Male,0,-1.0,1
M,African_American,25,Male,0,-1.0,0
F,Caucasian,49,Male,2,-1.0,1
F,Other,52,Male,0,-1.0,0
F,African_American,23,Female,0,0.0,0
F,African_American,38,Male,15,0.0,0
F,African_American,22,Male,1,0.0,1
F,Caucasian,57,Female,1,-4.0,1
F,African_American,31,Male,2,-1.0,1
M,African_American,33,Male,4,-1.0,1
M,Caucasian,31,Male,2,-16.0,1
F,Caucasian,24,Female,6,0.0,1
F,Other,23,Male,4,-1.0,0
F,African_American,27,Male,2,-1.0,1
F,African_American,62,Male,8,0.0,0
M,African_American,33,Female,1,-1.0,0
F,Caucasian,21,Male,0,0.0,0
F,African_American,27,Female,3,0.0,1
M,African_American,31,Male,9,-1.0,1
M,Caucasian,33,Male,0,-1.0,0
F,Caucasian,24,Male,1,-5.0,0
F,Other,20,Male,0,-1.0,1
M,African_American,41,Male,9,-1.0,0
F,African_American,46,Female,4,-1.0,0
F,Caucasian,44,Male,0,0.0,0
F,African_American,21,Male,2,-1.0,1
F,Other,48,Male,7,-1.0,0
M,African_American,40,Male,2,-1.0,0
F,Caucasian,46,Male,1,-4.0,0
F,African_American,24,Female,2,-1.0,1
F,African_American,32,Male,1,0.0,0
M,Caucasian,65,Male,0,0.0,0
F,African_American,21,Male,0,-2.0,0
M,Caucasian,69,Male,0,-4.0,1
M,African_American,26,Male,0,0.0,0
F,Caucasian,23,Male,2,0.0,1
F,African_American,41,Male,8,-1.0,1
F,Caucasian,24,Male,5,-22.0,1
M,Caucasian,20,Male,1,-1.0,1
F,African_American,48,Male,1,-1.0,0
M,Caucasian,33,Female,1,-1.0,0
F,African_American,29,Female,3,-1.0,0
F,African_American,25,Male,5,-1.0,1
M,Asian,24,Male,0,-1.0,0
F,Caucasian,45,Male,3,-23.0,1
F,African_American,48,Male,10,-1.0,1
F,African_American,22,Male,0,-1.0,1
F,Caucasian,28,Male,5,0.0,0
F,African_American,36,Male,2,-2.0,0
M,African_American,42,Male,1,-12.0,0
F,Caucasian,68,Male,7,-1.0,1
F,Other,24,Female,0,-1.0,0
M,Other,48,Male,0,-1.0,0
M,African_American,26,Male,8,-1.0,1
F,African_American,64,Male,0,-1.0,0
F,Caucasian,40,Male,5,-1.0,0
M,Caucasian,21,Male,1,-1.0,1
F,African_American,39,Male,13,-1.0,1
F,African_American,67,Female,0,-1.0,0
M,Caucasian,37,Male,1,-1.0,1
F,African_American,46,Male,3,-1.0,0
M,Caucasian,25,Male,0,-1.0,0
F,African_American,29,Male,9,-1.0,1
F,Caucasian,25,Male,9,0.0,0
F,African_American,23,Male,7,-1.0,1
F,African_American,45,Male,7,-1.0,0
F,Caucasian,43,Male,12,-1.0,0
F,African_American,23,Female,0,-1.0,0
F,African_American,23,Male,6,-1.0,1
F,Caucasian,52,Male,7,-23.0,0
M,Caucasian,58,Male,10,0.0,0
F,Hispanic,52,Male,10,0.0,0
M,African_American,44,Male,8,-1.0,1
F,Caucasian,61,Male,4,-1.0,0
F,African_American,26,Male,2,-7.0,0
M,African_American,42,Female,2,-1.0,0
M,Other,37,Male,0,-1.0,0
F,Hispanic,32,Male,1,0.0,0
F,African_American,21,Male,0,0.0,1
M,Hispanic,50,Male,0,0.0,0
M,African_American,30,Male,11,-1.0,1
F,African_American,22,Male,0,-1.0,0
F,Caucasian,43,Male,0,-1.0,1
F,African_American,24,Male,2,0.0,1
F,African_American,33,Male,1,-1.0,1
M,African_American,39,Male,2,-1.0,0
M,Caucasian,30,Male,0,0.0,0
F,Caucasian,38,Female,0,-1.0,1
M,African_American,29,Female,0,0.0,0
F,Caucasian,29,Female,1,-6.0,1
F,African_American,35,Female,6,-1.0,1
M,Caucasian,38,Male,0,0.0,0
F,Caucasian,65,Female,1,-11.0,0
F,African_American,27,Male,7,-1.0,1
F,African_American,21,Male,0,-1.0,1
F,African_American,60,Male,9,-1.0,0
F,African_American,22,Male,2,-1.0,1
M,African_American,36,Male,1,-1.0,0
F,African_American,41,Male,4,-1.0,0
F,African_American,30,Male,3,-1.0,0
F,African_American,24,Male,5,-1.0,1
M,Caucasian,61,Male,1,-1.0,0
F,African_American,23,Female,2,-2.0,1
F,African_American,35,Male,9,-1.0,0
F,African_American,30,Male,7,-1.0,1
F,African_American,66,Male,5,-1.0,1
F,African_American,29,Male,0,0.0,0
M,Hispanic,59,Male,1,-1.0,0
F,Other,38,Male,1,-1.0,1
F,Caucasian,36,Female,2,-1.0,0
F,African_American,36,Female,1,-1.0,1
M,Caucasian,46,Male,1,-2.0,0
F,Other,48,Male,4,-1.0,1
F,African_American,44,Male,0,-1.0,0
F,Caucasian,29,Male,5,0.0,0
F,African_American,20,Male,0,-1.0,0
F,African_American,29,Female,1,7.0,0
F,African_American,20,Male,0,-1.0,1
F,Caucasian,32,Male,6,-1.0,1
M,Hispanic,30,Male,6,-10.0,1
M,Caucasian,25,Male,2,-12.0,1
M,African_American,27,Male,5,0.0,1
F,Caucasian,46,Male,2,-23.0,1
F,Caucasian,49,Male,1,-1.0,1
F,Caucasian,52,Male,0,-1.0,0
M,African_American,21,Male,0,-1.0,0
M,Caucasian,39,Male,1,-1.0,0
F,Caucasian,39,Male,0,-1.0,0
F,Caucasian,20,Female,0,-1.0,0
F,Hispanic,46,Male,13,-1.0,0
F,Hispanic,38,Female,0,-1.0,0
F,African_American,34,Male,12,0.0,1
F,Hispanic,24,Male,6,-1.0,1
F,African_American,25,Male,0,-1.0,0
M,African_American,30,Male,1,-1.0,0
F,Caucasian,30,Male,1,-1.0,0
F,African_American,26,Male,5,-1.0,0
M,Caucasian,67,Male,0,-1.0,0
F,Caucasian,42,Male,6,-4.0,0
F,African_American,27,Male,1,-1.0,0
F,Caucasian,28,Male,3,-1.0,1
M,Hispanic,38,Male,1,-1.0,0
F,African_American,43,Male,18,-1.0,1
M,African_American,29,Male,7,0.0,1
F,African_American,26,Male,8,-1.0,1
F,African_American,25,Male,4,-1.0,1
F,African_American,23,Male,3,-1.0,1
M,African_American,31,Male,0,-1.0,0
M,Caucasian,51,Male,6,11.0,1
M,Caucasian,29,Male,2,-2.0,0
M,African_American,52,Male,2,-1.0,0
F,African_American,29,Male,0,-1.0,0
F,African_American,26,Male,4,0.0,1
M,African_American,51,Male,8,-1.0,1
F,African_American,33,Male,0,0.0,0
M,Caucasian,47,Male,0,0.0,0
F,African_American,35,Male,7,-23.0,1
M,African_American,34,Male,19,-1.0,0
F,African_American,42,Female,16,-1.0,0
F,African_American,33,Male,3,-1.0,1
F,Caucasian,52,Female,0,-6.0,0
F,African_American,55,Male,5,-1.0,1
F,Caucasian,58,Male,3,-1.0,0
M,Caucasian,26,Male,0,-1.0,0
F,Hispanic,38,Female,0,-1.0,0
F,Other,21,Male,1,-1.0,1
M,African_American,23,Male,0,0.0,0
M,Caucasian,50,Male,3,0.0,1
M,Caucasian,45,Male,1,0.0,0
F,Caucasian,25,Male,0,-1.0,1
F,African_American,25,Male,2,-1.0,1
F,Caucasian,25,Male,2,0.0,0
F,Hispanic,20,Male,2,9.0,1
M,African_American,32,Female,0,-1.0,1
F,African_American,36,Male,6,-1.0,0
F,Other,40,Female,3,-1.0,0
F,African_American,24,Female,0,-1.0,1
F,Caucasian,24,Male,0,-1.0,1
F,African_American,30,Male,1,0.0,0
F,African_American,36,Male,0,0.0,0
F,African_American,31,Male,10,-1.0,1
F,African_American,32,Male,12,-1.0,0
F,African_American,24,Male,0,0.0,0
F,African_American,34,Male,12,0.0,0
F,African_American,37,Female,2,0.0,0
F,Hispanic,29,Male,1,0.0,0
F,Caucasian,39,Male,10,-1.0,1
F,African_American,23,Male,3,-1.0,1
M,African_American,46,Male,2,-1.0,0
M,Caucasian,52,Female,3,-25.0,0
F,African_American,36,Male,5,17.0,0
F,African_American,21,Female,0,-1.0,1
F,Other,30,Male,5,-1.0,1
M,Caucasian,28,Female,0,-2.0,0
F,Hispanic,24,Male,2,-25.0,0
F,African_American,21,Male,1,-1.0,1
M,Caucasian,53,Female,0,0.0,0
M,African_American,35,Male,14,-1.0,1
M,Caucasian,35,Male,0,-1.0,0
F,African_American,23,Male,2,-1.0,1
F,Caucasian,33,Male,3,0.0,1
F,African_American,29,Male,8,-1.0,1
F,African_American,28,Male,4,-1.0,0
M,Caucasian,31,Female,2,0.0,0
M,Caucasian,51,Male,0,-1.0,0
F,Other,37,Male,11,-1.0,0
F,Caucasian,40,Male,6,-1.0,0
F,Caucasian,26,Male,10,-1.0,1
F,Caucasian,30,Male,0,-1.0,1
F,African_American,24,Male,1,-1.0,0
F,African_American,54,Female,6,-1.0,0
M,African_American,37,Male,0,-1.0,0
M,Caucasian,25,Male,3,7.0,1
F,African_American,29,Male,1,-1.0,1
F,African_American,27,Male,0,0.0,0
F,African_American,29,Female,5,0.0,0
F,Caucasian,23,Male,0,0.0,1
F,African_American,26,Female,5,-1.0,1
F,African_American,38,Male,0,-1.0,0
F,African_American,52,Female,0,-1.0,0
F,African_American,24,Male,1,-1.0,0
F,African_American,47,Female,19,-1.0,1
F,African_American,47,Male,1,-1.0,0
M,African_American,43,Female,0,-1.0,0
F,African_American,29,Male,6,0.0,1
M,Caucasian,40,Male,0,-1.0,1
M,Caucasian,48,Male,2,-1.0,0
F,Caucasian,44,Male,1,-1.0,0
F,African_American,34,Male,0,-1.0,1
F,Caucasian,26,Male,0,0.0,0
M,African_American,25,Male,2,0.0,1
F,African_American,29,Male,6,-26.0,0
F,African_American,55,Male,1,-1.0,0
F,African_American,36,Male,11,-1.0,0
F,African_American,33,Male,6,-1.0,0
F,African_American,25,Male,7,-1.0,1
F,Caucasian,44,Male,4,-1.0,0
F,African_American,23,Female,2,-1.0,1
M,African_American,68,Male,6,-1.0,0
F,African_American,21,Male,0,-1.0,1
F,Caucasian,21,Male,0,-1.0,1
F,African_American,42,Female,1,-1.0,0
M,African_American,33,Male,5,-1.0,1
M,African_American,30,Male,4,-1.0,0
M,Hispanic,34,Female,1,-5.0,0
F,African_American,22,Male,0,-1.0,0
F,African_American,28,Female,0,0.0,0
F,African_American,35,Male,16,-1.0,1
M,Caucasian,53,Male,1,-10.0,0
M,African_American,31,Male,8,-1.0,1
F,Caucasian,23,Male,2,-1.0,1
M,African_American,27,Male,2,-1.0,1
F,African_American,23,Male,1,-1.0,0
M,Caucasian,42,Female,4,5.0,1
M,African_American,24,Male,0,-1.0,0
F,African_American,28,Male,18,-1.0,1
F,African_American,19,Male,3,22.0,1
F,Caucasian,24,Male,2,-1.0,0
F,African_American,26,Male,1,0.0,1
F,Caucasian,54,Male,0,-1.0,0
M,Caucasian,24,Male,3,0.0,0
F,African_American,23,Male,2,-9.0,1
M,Caucasian,54,Female,1,-2.0,0
F,African_American,27,Male,1,-1.0,0
F,African_American,38,Male,9,-1.0,1
M,African_American,23,Male,3,0.0,0
M,African_American,51,Male,8,-1.0,0
M,Caucasian,41,Male,0,0.0,0
F,African_American,38,Male,10,0.0,1
F,African_American,32,Male,0,0.0,0
M,Caucasian,37,Male,0,-1.0,0
F,African_American,51,Male,0,-1.0,1
F,Hispanic,32,Male,1,-27.0,0
F,African_American,45,Male,38,-1.0,1
F,African_American,50,Male,0,-1.0,0
M,African_American,26,Male,0,-1.0,1
F,Caucasian,24,Female,2,-2.0,0
F,African_American,22,Male,1,-1.0,1
M,African_American,41,Male,9,-1.0,0
F,Caucasian,36,Male,1,-19.0,1
F,African_American,31,Male,6,0.0,0
M,Caucasian,56,Male,0,-4.0,0
F,African_American,21,Male,1,-1.0,1
M,African_American,34,Male,4,-1.0,0
M,African_American,27,Male,2,-1.0,1
F,African_American,40,Male,15,-1.0,0
F,Caucasian,46,Male,26,-1.0,1
F,African_American,21,Male,0,-1.0,0
F,African_American,29,Male,15,-1.0,1
M,Caucasian,55,Male,2,-1.0,1
F,Hispanic,21,Male,1,-4.0,1
F,African_American,29,Female,11,-1.0,1
M,Caucasian,37,Male,2,-12.0,0
M,Caucasian,58,Male,2,-1.0,1
M,Caucasian,38,Male,3,0.0,0
M,African_American,42,Male,10,-1.0,1
M,Hispanic,62,Male,0,0.0,0
M,Hispanic,53,Male,0,0.0,0
F,Caucasian,48,Male,3,-3.0,1
M,African_American,25,Male,6,-1.0,1
F,Hispanic,61,Male,0,-1.0,0
F,African_American,28,Male,7,-1.0,1
F,Caucasian,25,Male,1,-1.0,0
F,African_American,46,Male,2,0.0,1
F,Caucasian,49,Female,3,-1.0,0
F,Other,25,Male,0,-1.0,0
M,African_American,28,Female,1,-1.0,1
F,African_American,51,Male,1,-1.0,0
F,African_American,26,Female,6,-1.0,1
F,African_American,53,Female,5,-1.0,0
F,African_American,26,Male,2,-1.0,1
M,Caucasian,37,Male,0,-1.0,0
M,African_American,34,Male,21,-1.0,1
F,African_American,27,Male,21,0.0,1
M,Caucasian,55,Male,0,0.0,0
M,African_American,26,Male,1,-1.0,1
F,African_American,25,Male,6,0.0,1
M,Caucasian,50,Male,0,0.0,1
F,Other,47,Female,0,-1.0,0
M,Other,30,Male,0,-1.0,1
M,African_American,27,Male,0,-1.0,1
M,African_American,28,Male,2,-1.0,1
F,Caucasian,27,Female,0,-4.0,0
F,African_American,34,Male,11,-1.0,1
F,African_American,34,Male,0,0.0,0
M,Caucasian,55,Male,2,-1.0,0
M,Hispanic,45,Female,0,0.0,0
M,Caucasian,30,Male,3,-1.0,0
F,African_American,34,Male,22,-1.0,1
M,Caucasian,31,Female,1,-1.0,1
F,Other,69,Male,0,-1.0,0
F,African_American,49,Male,13,-1.0,0
F,Caucasian,23,Male,0,-1.0,0
M,Hispanic,23,Male,1,-5.0,0
F,Caucasian,47,Male,2,-1.0,1
M,African_American,37,Male,4,-1.0,1
F,African_American,27,Female,8,-23.0,0
F,African_American,55,Male,1,-1.0,0
F,Hispanic,41,Male,1,0.0,1
F,African_American,52,Male,7,-1.0,1
M,Hispanic,57,Female,1,-1.0,0
M,Caucasian,49,Male,2,-1.0,0
F,African_American,35,Male,8,-1.0,1
F,Caucasian,41,Male,0,-1.0,1
F,African_American,27,Male,10,-1.0,0
F,African_American,51,Male,2,-1.0,0
M,Caucasian,37,Female,0,-1.0,0
M,African_American,39,Male,1,-1.0,0
F,Caucasian,49,Male,4,-11.0,0
F,African_American,25,Male,1,-1.0,1
F,African_American,37,Female,7,-1.0,0
F,Hispanic,54,Male,2,-1.0,0
F,Other,57,Male,0,-1.0,0
M,African_American,29,Male,1,-1.0,0
M,African_American,57,Female,0,-1.0,0
F,African_American,22,Male,2,-1.0,0
F,African_American,26,Male,7,-1.0,1
F,Caucasian,32,Female,6,-1.0,1
F,African_American,30,Male,5,-1.0,1
M,African_American,31,Male,7,0.0,1
F,African_American,40,Male,2,-1.0,0
F,African_American,19,Male,2,-6.0,1
F,African_American,26,Male,2,-1.0,1
F,Hispanic,32,Male,3,0.0,0
F,Caucasian,37,Male,0,0.0,0
F,Caucasian,38,Female,0,-1.0,0
M,Caucasian,51,Female,0,-1.0,0
F,African_American,22,Male,1,-1.0,1
F,Caucasian,46,Female,1,-30.0,0
M,Caucasian,34,Female,4,-1.0,0
F,African_American,58,Male,10,-3.0,1
F,Other,21,Male,0,-1.0,0
F,Caucasian,32,Male,1,-7.0,1
F,African_American,25,Male,0,0.0,1
F,African_American,52,Male,0,-1.0,0
F,Hispanic,96,Male,2,-3.0,1
F,African_American,42,Male,7,-1.0,0
M,African_American,52,Female,0,0.0,0
M,Caucasian,42,Male,1,-1.0,0
F,African_American,56,Male,5,-1.0,1
F,African_American,45,Male,6,0.0,0
F,Caucasian,32,Male,15,-1.0,1
F,Caucasian,24,Male,1,-1.0,0
F,Other,43,Male,3,-1.0,0
F,Caucasian,30,Female,3,-1.0,1
M,African_American,33,Female,0,-1.0,0
F,Caucasian,61,Male,4,-1.0,0
M,African_American,24,Male,2,-1.0,1
F,African_American,31,Female,0,0.0,0
F,African_American,20,Male,0,-4.0,0
F,African_American,47,Male,19,-1.0,1
M,African_American,23,Male,0,-1.0,1
F,Caucasian,53,Male,9,-1.0,1
F,Caucasian,42,Female,0,-3.0,0
M,Hispanic,31,Male,0,-1.0,0
F,African_American,33,Male,19,-1.0,1
M,African_American,59,Male,5,0.0,0
F,Caucasian,56,Female,1,-1.0,0
F,Hispanic,51,Male,1,-12.0,0
M,Caucasian,26,Female,1,-2.0,0
M,African_American,27,Male,0,0.0,0
F,Caucasian,47,Male,3,-1.0,0
F,African_American,25,Male,2,-1.0,0
F,Caucasian,24,Male,8,-1.0,1
M,Caucasian,21,Female,3,-1.0,1
M,Caucasian,21,Male,0,-1.0,0
M,African_American,22,Male,0,-1.0,0
F,Caucasian,28,Male,0,0.0,0
M,Caucasian,31,Male,3,-1.0,1
F,African_American,30,Male,15,-1.0,1
M,African_American,27,Male,0,0.0,0
F,African_American,42,Male,0,-1.0,0
F,Caucasian,20,Male,0,-1.0,0
F,African_American,34,Male,6,-1.0,1
M,Caucasian,26,Male,3,-4.0,0
F,Caucasian,22,Male,3,0.0,1
F,African_American,48,Male,10,0.0,0
F,Caucasian,26,Male,0,-1.0,0
F,Hispanic,20,Male,2,-21.0,1
F,Caucasian,39,Male,3,-1.0,0
M,African_American,29,Male,1,0.0,1
M,Caucasian,32,Female,0,-1.0,0
F,African_American,44,Male,7,-1.0,0
F,Caucasian,31,Male,11,0.0,1
M,Caucasian,57,Male,0,-3.0,0
M,African_American,44,Male,0,-1.0,0
F,Caucasian,55,Male,33,-1.0,1
F,African_American,40,Male,0,0.0,1
F,African_American,34,Male,5,-1.0,1
M,Caucasian,34,Male,5,-1.0,1
F,African_American,37,Male,3,-1.0,1
F,Other,34,Male,0,-1.0,1
F,Caucasian,44,Male,4,-1.0,0
F,African_American,48,Female,0,-1.0,1
F,Other,60,Male,4,-1.0,0
M,Caucasian,23,Male,3,-1.0,1
M,African_American,36,Female,1,-1.0,0
M,Caucasian,21,Male,2,0.0,0
F,African_American,46,Male,2,-1.0,0
M,African_American,31,Male,4,-1.0,1
F,African_American,32,Male,0,-1.0,0
F,African_American,37,Male,0,-1.0,0
M,Caucasian,35,Male,2,-1.0,0
F,Hispanic,22,Male,0,0.0,0
F,African_American,24,Male,1,-1.0,1
F,African_American,26,Male,6,0.0,1
F,African_American,27,Male,2,0.0,0
F,African_American,21,Male,0,-1.0,0
M,African_American,28,Female,5,-1.0,0
F,African_American,27,Female,3,-1.0,1
F,African_American,26,Male,18,-1.0,1
F,African_American,28,Male,11,-1.0,0
F,Other,39,Female,0,-1.0,0
F,Caucasian,46,Male,1,-1.0,0
M,Caucasian,26,Male,7,-1.0,0
F,African_American,28,Male,3,0.0,0
F,Hispanic,26,Male,1,0.0,0
F,African_American,27,Male,4,-1.0,0
M,African_American,33,Female,3,-1.0,0
F,African_American,24,Male,1,0.0,1
M,African_American,24,Male,12,-1.0,0
M,African_American,37,Male,3,-1.0,0
F,African_American,47,Male,7,-1.0,1
M,African_American,28,Male,1,-1.0,0
F,Caucasian,37,Male,3,-14.0,0
F,Other,43,Male,2,-1.0,1
M,Hispanic,25,Female,0,-3.0,0
F,African_American,58,Male,6,-1.0,0
M,Hispanic,36,Male,1,-14.0,0
F,Caucasian,32,Female,0,-1.0,0
F,African_American,23,Male,8,-1.0,1
M,African_American,21,Male,0,-6.0,0
F,Caucasian,24,Male,3,-1.0,1
M,Caucasian,42,Male,0,0.0,0
F,Caucasian,33,Male,0,-1.0,0
F,African_American,27,Male,2,-1.0,0
F,Caucasian,52,Male,8,0.0,0
M,Caucasian,50,Female,1,-1.0,1
M,Caucasian,21,Male,0,-1.0,1
M,African_American,33,Male,6,-1.0,0
F,African_American,22,Male,0,0.0,0
F,African_American,21,Male,1,0.0,1
M,Caucasian,25,Male,9,-1.0,1
M,Caucasian,59,Male,3,0.0,1
M,Caucasian,25,Male,1,0.0,1
F,Caucasian,67,Male,0,-1.0,1
F,African_American,42,Female,0,0.0,0
F,African_American,25,Male,6,-1.0,0
F,Hispanic,26,Male,5,-1.0,0
M,Other,36,Male,8,-1.0,0
F,Caucasian,20,Female,0,0.0,0
F,African_American,36,Male,16,0.0,1
M,Caucasian,25,Male,2,0.0,1
F,Other,38,Male,1,-1.0,0
F,Caucasian,52,Male,1,-1.0,0
M,Caucasian,58,Male,5,-1.0,0
F,African_American,39,Male,7,0.0,1
M,African_American,37,Male,4,-1.0,1
F,African_American,29,Male,7,-1.0,1
F,Other,26,Male,0,-1.0,1
F,African_American,43,Male,1,-1.0,1
M,Other,28,Male,0,-1.0,0
M,African_American,34,Male,1,-3.0,0
F,Hispanic,30,Male,1,0.0,1
M,African_American,56,Female,2,-1.0,1
M,African_American,52,Male,9,-1.0,1
M,African_American,53,Male,6,-1.0,1
M,African_American,21,Male,0,-1.0,1
F,African_American,21,Male,1,-1.0,1
M,African_American,22,Male,0,-1.0,0
M,Caucasian,47,Male,0,-1.0,0
F,Caucasian,36,Male,4,-1.0,1
M,African_American,63,Male,0,-1.0,0
M,Caucasian,47,Male,5,-1.0,0
M,Caucasian,51,Female,0,0.0,0
M,Hispanic,36,Male,0,-7.0,0
F,African_American,39,Male,19,-1.0,1
F,African_American,26,Male,2,-1.0,0
F,Caucasian,45,Male,19,-1.0,1
M,Caucasian,22,Female,1,-22.0,0
F,Caucasian,26,Female,1,-13.0,0
M,Hispanic,32,Female,0,0.0,0
F,African_American,33,Male,0,0.0,1
F,Hispanic,21,Male,0,-1.0,0
F,African_American,30,Male,8,-1.0,0
F,African_American,30,Male,8,-1.0,1
F,African_American,41,Male,0,-1.0,0
M,African_American,41,Male,18,-1.0,1
F,African_American,34,Male,20,-1.0,1
